date_time,lat,lon,base,neighborhood
2014-09-01 08:01:35,40.73499,-74.00541,B02764,Midtown Manhattan
2014-09-01 08:02:21,40.69802,-74.0209,B02682,Lower Manhattan
2014-09-01 08:03:17,40.74272,-73.99012,B02598,Midtown Manhattan
2014-09-01 08:05:12,40.67499,-73.96544,B02512,Brooklyn
2014-09-01 08:05:41,40.69491,-74.17477,B02617,Newark
2014-09-01 08:07:16,40.67525,-74.19234,B02682,Newark
2014-09-01 08:08:36,40.74366,-74.02994,B02598,Lower Manhattan
2014-09-01 08:15:04,40.71326,-74.02812,B02617,Lower Manhattan
2014-09-01 08:17:34,40.75039,-73.80096,B02617,Queens
2014-09-01 08:18:36,40.8367,-73.96768,B02682,Midtown Manhattan
2014-09-01 08:18:40,40.79448,-73.99068,B02617,Midtown Manhattan
2014-09-01 08:18:55,40.72917,-73.79921,B02617,Queens
2014-09-01 08:20:08,40.75428,-73.99525,B02598,Midtown Manhattan
2014-09-01 08:20:28,40.74451,-73.78048,B02682,Queens
2014-09-01 08:21:00,40.73575,-73.98868,B02682,Midtown Manhattan
2014-09-01 08:22:39,40.73467,-73.96866,B02512,Midtown Manhattan
2014-09-01 08:23:09,40.62755,-73.77625,B02764,JFK
2014-09-01 08:23:43,40.72756,-73.97159,B02617,Midtown Manhattan
2014-09-01 08:24:34,40.76532,-74.01162,B02617,Midtown Manhattan
2014-09-01 08:26:41,40.76185,-73.99748,B02598,Midtown Manhattan
2014-09-01 08:28:46,40.72095,-73.80618,B02617,Queens
2014-09-01 08:28:47,40.68579,-73.93791,B02598,Brooklyn
2014-09-01 08:34:51,40.69987,-74.02763,B02682,Lower Manhattan
2014-09-01 08:35:50,40.74656,-73.78528,B02598,Queens
2014-09-01 08:37:24,40.69628,-74.0197,B02682,Lower Manhattan
2014-09-01 08:37:30,40.76324,-73.98059,B02617,Midtown Manhattan
2014-09-01 08:39:23,40.70319,-74.0435,B02598,Lower Manhattan
2014-09-01 08:39:32,40.70355,-73.96867,B02617,Lower Manhattan
2014-09-01 08:39:53,40.74605,-74.00495,B02598,Midtown Manhattan
2014-09-01 08:42:04,40.66957,-74.02559,B02682,Lower Manhattan
2014-09-01 08:44:44,40.72673,-73.9824,B02598,Midtown Manhattan
2014-09-01 08:45:53,40.67653,-73.94779,B02682,Brooklyn
2014-09-01 08:47:22,40.76022,-74.02502,B02512,Midtown Manhattan
2014-09-01 08:48:54,40.75086,-73.96281,B02617,Midtown Manhattan
2014-09-01 08:50:28,40.71,-73.80767,B02512,Queens
2014-09-01 08:50:45,40.71757,-73.99508,B02617,Lower Manhattan
2014-09-01 08:50:46,40.7612,-73.96152,B02682,Midtown Manhattan
2014-09-01 08:50:52,40.74639,-73.9499,B02598,Midtown Manhattan
2014-09-01 08:55:39,40.78035,-73.86784,B02598,LaGuardia
2014-09-01 08:56:41,40.72456,-74.02448,B02682,Lower Manhattan
2014-09-01 08:59:56,40.66153,-73.93807,B02512,Brooklyn
2014-09-01 09:05:10,40.75096,-73.99652,B02617,Midtown West
2014-09-01 09:05:14,40.85573,-73.88413,B02617,Bronx
2014-09-01 09:06:26,40.7146,-74.0451,B02617,Lower Manhattan
2014-09-01 09:08:53,40.7529,-74.03101,B02598,Midtown Manhattan
2014-09-01 09:09:42,40.76596,-73.97968,B02598,Midtown Manhattan
2014-09-01 09:11:25,40.66336,-73.96057,B02512,Brooklyn
2014-09-01 09:11:36,40.70051,-73.99093,B02617,Lower Manhattan
2014-09-01 09:12:17,40.67386,-74.03543,B02598,Lower Manhattan
2014-09-01 09:14:10,40.74533,-74.00644,B02512,Lower Manhattan
2014-09-01 09:14:59,40.76117,-74.00367,B02512,Midtown Manhattan
2014-09-01 09:16:56,40.75991,-74.0058,B02617,Midtown Manhattan
2014-09-01 09:20:18,40.66555,-73.96216,B02617,Brooklyn
2014-09-01 09:23:15,40.79647,-74.00589,B02617,Midtown Manhattan
2014-09-01 09:23:45,40.71058,-74.01183,B02512,Lower Manhattan
2014-09-01 09:24:07,40.71076,-73.76269,B02617,Queens
2014-09-01 09:24:35,40.69321,-73.93782,B02598,Brooklyn
2014-09-01 09:27:57,40.70413,-74.0252,B02598,Lower Manhattan
2014-09-01 09:28:03,40.70181,-73.98114,B02764,Lower Manhattan
2014-09-01 09:28:30,40.73714,-74.00119,B02598,Midtown West
2014-09-01 09:29:23,40.69268,-73.88498,B02512,Brooklyn
2014-09-01 09:30:53,40.68863,-74.1656,B02764,Newark
2014-09-01 09:32:08,40.86096,-73.8716,B02617,Bronx
2014-09-01 09:32:59,40.7481,-74.00315,B02617,Lower Manhattan
2014-09-01 09:33:51,40.76155,-73.96622,B02617,Midtown Manhattan
2014-09-01 09:37:39,40.71966,-73.98994,B02617,Midtown West
2014-09-01 09:38:10,40.7601,-74.01431,B02617,Midtown West
2014-09-01 09:38:28,40.75669,-74.00116,B02617,Midtown Manhattan
2014-09-01 09:39:09,40.69562,-73.92114,B02764,Brooklyn
2014-09-01 09:40:16,40.62253,-73.95049,B02512,Brooklyn
2014-09-01 09:41:28,40.73736,-73.99182,B02617,Midtown West
2014-09-01 09:45:03,40.75583,-73.95017,B02512,Midtown Manhattan
2014-09-01 09:46:13,40.64632,-73.7882,B02512,JFK
2014-09-01 09:47:44,40.71565,-73.95675,B02617,Brooklyn
2014-09-01 09:52:33,40.84124,-73.85964,B02617,Bronx
2014-09-01 09:53:27,40.69255,-74.16213,B02764,Newark
2014-09-01 09:53:53,40.75922,-73.97391,B02598,Midtown Manhattan
2014-09-01 09:54:32,40.74854,-73.99719,B02512,Lower Manhattan
2014-09-01 09:54:55,40.77519,-74.00029,B02512,Midtown Manhattan
2014-09-01 09:55:52,40.64162,-73.77498,B02598,JFK
2014-09-01 09:56:07,40.70272,-74.02404,B02682,Lower Manhattan
2014-09-01 09:56:43,40.68873,-73.97599,B02598,Brooklyn
2014-09-01 09:56:44,40.72731,-73.78873,B02598,Queens
2014-09-01 09:58:01,40.72636,-74.00454,B02598,Lower Manhattan
2014-09-01 10:05:37,40.71371,-73.78819,B02764,Queens
2014-09-01 10:05:44,40.69493,-73.97812,B02764,Lower Manhattan
2014-09-01 10:06:34,40.76524,-74.00236,B02764,Midtown Manhattan
2014-09-01 10:07:44,40.71372,-74.01644,B02682,Lower Manhattan
2014-09-01 10:08:30,40.70596,-74.0168,B02617,Lower Manhattan
2014-09-01 10:08:49,40.78069,-74.00611,B02617,Midtown Manhattan
2014-09-01 10:10:08,40.73303,-74.01016,B02617,Midtown Manhattan
2014-09-01 10:13:27,40.73386,-73.94477,B02682,Midtown Manhattan
2014-09-01 10:14:59,40.75499,-74.02509,B02617,Midtown Manhattan
2014-09-01 10:17:40,40.69757,-74.17177,B02617,Newark
2014-09-01 10:17:49,40.7795,-73.97795,B02617,Midtown Manhattan
2014-09-01 10:18:11,40.73006,-73.96238,B02617,Midtown Manhattan
2014-09-01 10:19:32,40.71331,-74.01808,B02512,Lower Manhattan
2014-09-01 10:20:54,40.63366,-73.76858,B02598,JFK
2014-09-01 10:23:28,40.76884,-74.03564,B02764,Midtown Manhattan
2014-09-01 10:23:41,40.7218,-73.77876,B02598,Queens
2014-09-01 10:23:43,40.81615,-73.81489,B02764,Bronx
2014-09-01 10:24:15,40.73403,-74.00141,B02512,Midtown Manhattan
2014-09-01 10:27:09,40.69063,-74.04753,B02617,Lower Manhattan
2014-09-01 10:27:41,40.72484,-73.82425,B02512,Queens
2014-09-01 10:30:11,40.7242,-74.0102,B02617,Lower Manhattan
2014-09-01 10:34:39,40.78428,-73.98143,B02617,Midtown Manhattan
2014-09-01 10:40:50,40.84954,-73.86485,B02617,Bronx
2014-09-01 10:44:45,40.75115,-73.97905,B02617,Midtown West
2014-09-01 10:49:15,40.73587,-74.01637,B02598,Lower Manhattan
2014-09-01 10:49:55,40.76513,-73.95967,B02764,Midtown Manhattan
2014-09-01 10:55:41,40.76088,-73.99141,B02512,Midtown West
2014-09-01 10:56:46,40.7812,-73.86862,B02682,LaGuardia
2014-09-01 10:59:56,40.74289,-74.00256,B02598,Lower Manhattan
2014-09-01 11:00:30,40.71555,-74.01115,B02617,Lower Manhattan
2014-09-01 11:02:29,40.76939,-73.87869,B02598,LaGuardia
2014-09-01 11:06:03,40.73668,-73.98479,B02598,Midtown West
2014-09-01 11:07:38,40.66908,-73.91288,B02512,Brooklyn
2014-09-01 11:12:03,40.73025,-73.76927,B02598,Queens
2014-09-01 11:13:19,40.74296,-73.76412,B02598,Queens
2014-09-01 11:13:32,40.67144,-73.91778,B02617,Brooklyn
2014-09-01 11:14:05,40.7485,-74.01258,B02764,Midtown West
2014-09-01 11:15:39,40.76961,-74.00546,B02617,Midtown West
2014-09-01 11:15:41,40.74013,-73.98863,B02617,Midtown Manhattan
2014-09-01 11:18:12,40.69908,-73.76021,B02598,Queens
2014-09-01 11:20:02,40.76164,-73.98585,B02598,Midtown Manhattan
2014-09-01 11:20:10,40.84938,-73.88307,B02617,Bronx
2014-09-01 11:21:51,40.71197,-73.97771,B02598,Lower Manhattan
2014-09-01 11:23:08,40.67655,-73.9529,B02682,Brooklyn
2014-09-01 11:23:11,40.74964,-74.00307,B02617,Midtown West
2014-09-01 11:24:27,40.64049,-73.77874,B02682,JFK
2014-09-01 11:26:19,40.70141,-74.01316,B02682,Lower Manhattan
2014-09-01 11:26:24,40.84042,-73.8536,B02764,Bronx
2014-09-01 11:28:16,40.72669,-73.97641,B02598,Midtown Manhattan
2014-09-01 11:35:06,40.73299,-74.03629,B02598,Lower Manhattan
2014-09-01 11:35:52,40.72667,-73.79221,B02598,Queens
2014-09-01 11:36:14,40.69198,-74.16921,B02764,Newark
2014-09-01 11:39:09,40.70169,-73.99795,B02764,Lower Manhattan
2014-09-01 11:40:01,40.785,-74.01488,B02682,Midtown Manhattan
2014-09-01 11:41:42,40.77044,-73.98504,B02598,Midtown West
2014-09-01 11:41:43,40.76667,-73.99393,B02617,Midtown Manhattan
2014-09-01 11:41:58,40.67633,-73.97351,B02682,Brooklyn
2014-09-01 11:43:10,40.72661,-73.81679,B02598,Queens
2014-09-01 11:44:01,40.69749,-73.78695,B02617,Queens
2014-09-01 11:47:38,40.7368,-73.98172,B02512,Midtown Manhattan
2014-09-01 11:50:04,40.68007,-74.17104,B02617,Newark
2014-09-01 11:50:33,40.79146,-73.99734,B02617,Midtown Manhattan
2014-09-01 11:52:21,40.73154,-73.97985,B02682,Midtown West
2014-09-01 11:52:36,40.71392,-74.03407,B02764,Lower Manhattan
2014-09-01 11:53:57,40.76109,-73.87796,B02617,LaGuardia
2014-09-01 11:57:40,40.77993,-73.97168,B02682,Midtown Manhattan
2014-09-01 11:58:00,40.62952,-73.77584,B02764,JFK
2014-09-01 11:58:18,40.72972,-73.82316,B02512,Queens
2014-09-01 12:00:19,40.71042,-73.95655,B02598,Brooklyn
2014-09-01 12:01:03,40.76026,-73.96668,B02617,Midtown Manhattan
2014-09-01 12:01:10,40.77269,-73.98093,B02764,Midtown West
2014-09-01 12:01:55,40.71459,-74.00957,B02682,Lower Manhattan
2014-09-01 12:05:24,40.82699,-73.8813,B02598,Bronx
2014-09-01 12:05:55,40.71329,-73.80849,B02598,Queens
2014-09-01 12:13:04,40.77816,-73.87404,B02617,LaGuardia
2014-09-01 12:14:07,40.70103,-74.17237,B02682,Newark
2014-09-01 12:15:10,40.67605,-73.96907,B02617,Brooklyn
2014-09-01 12:15:59,40.77969,-73.87532,B02617,LaGuardia
2014-09-01 12:17:14,40.77929,-73.9747,B02764,Midtown Manhattan
2014-09-01 12:17:47,40.63991,-73.7707,B02512,JFK
2014-09-01 12:20:24,40.72132,-73.97719,B02598,Lower Manhattan
2014-09-01 12:20:59,40.74313,-73.97681,B02598,Midtown West
2014-09-01 12:23:05,40.7142,-74.00287,B02512,Lower Manhattan
2014-09-01 12:26:12,40.71066,-73.99404,B02682,Lower Manhattan
2014-09-01 12:28:14,40.62195,-73.77959,B02598,JFK
2014-09-01 12:28:20,40.74191,-74.00861,B02764,Midtown Manhattan
2014-09-01 12:29:16,40.6993,-73.80813,B02512,Queens
2014-09-01 12:30:24,40.74701,-74.01646,B02764,Midtown Manhattan
2014-09-01 12:32:06,40.76256,-74.02495,B02512,Midtown Manhattan
2014-09-01 12:33:51,40.71186,-73.78829,B02512,Queens
2014-09-01 12:35:44,40.64648,-73.78067,B02512,JFK
2014-09-01 12:38:31,40.68524,-74.18725,B02617,Newark
2014-09-01 12:41:37,40.76175,-73.94886,B02617,Midtown Manhattan
2014-09-01 12:42:55,40.66612,-73.99375,B02598,Lower Manhattan
2014-09-01 12:43:03,40.64616,-73.7873,B02617,JFK
2014-09-01 12:44:39,40.66068,-73.97661,B02617,Brooklyn
2014-09-01 12:45:36,40.65837,-73.93297,B02617,Brooklyn
2014-09-01 12:47:21,40.69588,-73.79258,B02617,Queens
2014-09-01 12:51:59,40.73188,-74.03466,B02617,Midtown Manhattan
2014-09-01 12:55:43,40.75884,-73.97879,B02617,Midtown Manhattan
2014-09-01 12:55:49,40.70017,-73.96422,B02764,Brooklyn
2014-09-01 12:55:58,40.63042,-73.78384,B02598,JFK
2014-09-01 12:56:05,40.74299,-74.0154,B02682,Midtown West
2014-09-01 12:56:55,40.76125,-73.96001,B02682,Midtown Manhattan
2014-09-01 12:59:15,40.71018,-73.98756,B02764,Midtown Manhattan
2014-09-01 13:01:08,40.73133,-74.00749,B02598,Midtown West
2014-09-01 13:03:30,40.68993,-74.16981,B02617,Newark
2014-09-01 13:04:39,40.79022,-73.9862,B02598,Midtown Manhattan
2014-09-01 13:08:28,40.76605,-73.99381,B02682,Midtown Manhattan
2014-09-01 13:11:25,40.85345,-73.87505,B02617,Bronx
2014-09-01 13:11:43,40.71344,-73.99116,B02617,Midtown Manhattan
2014-09-01 13:13:06,40.715,-73.93498,B02617,Brooklyn
2014-09-01 13:15:57,40.77319,-73.86785,B02617,LaGuardia
2014-09-01 13:17:10,40.85818,-73.84816,B02764,Bronx
2014-09-01 13:24:56,40.77334,-74.01406,B02598,Midtown Manhattan
2014-09-01 13:25:06,40.68605,-74.00113,B02512,Lower Manhattan
2014-09-01 13:27:12,40.74625,-73.82102,B02764,Queens
2014-09-01 13:27:56,40.63026,-73.78141,B02617,JFK
2014-09-01 13:28:51,40.78665,-73.88129,B02598,LaGuardia
2014-09-01 13:29:02,40.68196,-73.99217,B02682,Brooklyn
2014-09-01 13:31:13,40.77225,-74.0176,B02598,Midtown West
2014-09-01 13:32:13,40.85121,-73.86032,B02598,Bronx
2014-09-01 13:32:48,40.7197,-74.01118,B02598,Midtown West
2014-09-01 13:33:21,40.70411,-73.8214,B02598,Queens
2014-09-01 13:33:56,40.85635,-73.88967,B02598,Bronx
2014-09-01 13:36:53,40.64594,-73.78368,B02764,JFK
2014-09-01 13:37:24,40.79957,-73.95297,B02682,Midtown Manhattan
2014-09-01 13:39:30,40.70072,-73.96826,B02682,Brooklyn
2014-09-01 13:40:24,40.75778,-73.97923,B02617,Midtown West
2014-09-01 13:44:37,40.62663,-73.96489,B02598,Brooklyn
2014-09-01 13:52:46,40.85607,-73.84014,B02764,Bronx
2014-09-01 13:53:56,40.72474,-73.99011,B02617,Midtown Manhattan
2014-09-01 13:56:55,40.69842,-73.92779,B02598,Brooklyn
2014-09-01 13:57:36,40.75879,-73.99195,B02764,Midtown West
2014-09-01 13:58:27,40.69818,-73.80675,B02512,Queens
2014-09-01 13:58:45,40.73316,-74.00343,B02764,Lower Manhattan
2014-09-01 13:59:15,40.72654,-73.79461,B02598,Queens
2014-09-01 14:02:15,40.75753,-73.95521,B02617,Midtown West
2014-09-01 14:03:28,40.72321,-74.00771,B02682,Lower Manhattan
2014-09-01 14:03:37,40.71807,-73.99823,B02598,Lower Manhattan
2014-09-01 14:06:25,40.74092,-73.96911,B02598,Midtown Manhattan
2014-09-01 14:09:50,40.75988,-74.0045,B02598,Midtown Manhattan
2014-09-01 14:14:33,40.87033,-73.84452,B02598,Bronx
2014-09-01 14:14:33,40.73421,-73.80026,B02682,Queens
2014-09-01 14:16:03,40.76303,-73.98714,B02764,Midtown Manhattan
2014-09-01 14:16:56,40.71,-73.99623,B02617,Lower Manhattan
2014-09-01 14:17:28,40.73904,-73.99664,B02617,Midtown Manhattan
2014-09-01 14:19:39,40.76172,-73.99609,B02598,Midtown West
2014-09-01 14:20:27,40.73066,-74.00543,B02598,Lower Manhattan
2014-09-01 14:20:35,40.74246,-74.01181,B02617,Midtown Manhattan
2014-09-01 14:21:21,40.72662,-73.83631,B02598,Queens
2014-09-01 14:21:38,40.71084,-73.94881,B02598,Brooklyn
2014-09-01 14:28:03,40.72373,-73.99751,B02617,Midtown Manhattan
2014-09-01 14:28:59,40.8385,-73.85393,B02512,Bronx
2014-09-01 14:30:34,40.70498,-73.77331,B02617,Queens
2014-09-01 14:31:16,40.77281,-73.88494,B02682,LaGuardia
2014-09-01 14:31:30,40.76601,-73.99986,B02598,Lower Manhattan
2014-09-01 14:39:08,40.72008,-73.79856,B02598,Queens
2014-09-01 14:42:10,40.68598,-74.16542,B02598,Newark
2014-09-01 14:43:35,40.7965,-73.96129,B02598,Midtown Manhattan
2014-09-01 14:51:59,40.68191,-73.95458,B02617,Brooklyn
2014-09-01 14:55:03,40.7566,-73.95558,B02764,Midtown Manhattan
2014-09-01 14:55:43,40.76074,-73.98008,B02617,Lower Manhattan
2014-09-01 14:56:08,40.75294,-73.98398,B02512,Midtown Manhattan
2014-09-01 14:57:24,40.7059,-73.94238,B02764,Midtown Manhattan
2014-09-01 15:01:34,40.6419,-73.78037,B02764,JFK
2014-09-01 15:02:07,40.69386,-74.00919,B02682,Lower Manhattan
2014-09-01 15:04:19,40.69178,-74.16799,B02598,Newark
2014-09-01 15:04:56,40.78871,-73.93044,B02617,Midtown Manhattan
2014-09-01 15:06:35,40.67979,-73.78109,B02617,Queens
2014-09-01 15:08:02,40.73175,-74.05197,B02512,Lower Manhattan
2014-09-01 15:08:09,40.71676,-73.82027,B02598,Queens
2014-09-01 15:12:03,40.72544,-73.97275,B02764,Midtown Manhattan
2014-09-01 15:15:00,40.68844,-73.9696,B02617,Brooklyn
2014-09-01 15:15:13,40.76902,-73.96992,B02512,Midtown Manhattan
2014-09-01 15:15:31,40.74381,-74.01457,B02682,Midtown Manhattan
2014-09-01 15:17:36,40.74563,-74.0109,B02598,Midtown Manhattan
2014-09-01 15:17:42,40.70877,-74.00549,B02598,Lower Manhattan
2014-09-01 15:18:03,40.73766,-73.8104,B02617,Queens
2014-09-01 15:18:48,40.68846,-74.01497,B02617,Lower Manhattan
2014-09-01 15:19:44,40.69835,-74.17641,B02617,Newark
2014-09-01 15:23:52,40.76543,-73.96829,B02764,Midtown West
2014-09-01 15:24:03,40.72678,-73.77717,B02617,Queens
2014-09-01 15:24:38,40.68542,-73.801,B02682,Queens
2014-09-01 15:25:01,40.84056,-73.84762,B02617,Bronx
2014-09-01 15:28:51,40.80007,-73.96979,B02682,Midtown Manhattan
2014-09-01 15:31:22,40.77921,-73.97858,B02617,Midtown West
2014-09-01 15:32:25,40.76405,-73.9704,B02598,Midtown Manhattan
2014-09-01 15:33:03,40.70587,-73.95981,B02598,Midtown Manhattan
2014-09-01 15:33:55,40.6995,-73.9748,B02617,Lower Manhattan
2014-09-01 15:37:27,40.73991,-73.77945,B02617,Queens
2014-09-01 15:40:02,40.6385,-73.79089,B02682,JFK
2014-09-01 15:41:20,40.75647,-73.9906,B02598,Midtown Manhattan
2014-09-01 15:41:31,40.72129,-73.97601,B02598,Midtown West
2014-09-01 15:42:20,40.6581,-73.7811,B02598,JFK
2014-09-01 15:46:31,40.64633,-73.95529,B02617,Brooklyn
2014-09-01 15:47:45,40.7458,-73.95701,B02617,Midtown Manhattan
2014-09-01 15:48:22,40.68095,-73.93853,B02617,Brooklyn
2014-09-01 15:50:20,40.84316,-73.85982,B02617,Bronx
2014-09-01 15:52:19,40.72541,-73.98589,B02598,Lower Manhattan
2014-09-01 15:52:59,40.71827,-73.79292,B02598,Queens
2014-09-01 15:53:56,40.7759,-74.00371,B02598,Midtown West
2014-09-01 15:56:17,40.68928,-73.99625,B02512,Lower Manhattan
2014-09-01 15:57:09,40.78879,-73.9727,B02682,Midtown Manhattan
2014-09-01 15:58:55,40.64527,-73.76793,B02598,JFK
2014-09-01 16:00:39,40.73025,-73.99829,B02617,Lower Manhattan
2014-09-01 16:02:48,40.75158,-73.97509,B02512,Midtown Manhattan
2014-09-01 16:02:53,40.71007,-74.03256,B02598,Lower Manhattan
2014-09-01 16:03:31,40.73705,-73.96781,B02764,Midtown Manhattan
2014-09-01 16:04:15,40.77676,-73.98683,B02512,Midtown Manhattan
2014-09-01 16:05:20,40.74045,-73.96963,B02598,Midtown Manhattan
2014-09-01 16:06:31,40.67358,-74.16996,B02617,Newark
2014-09-01 16:06:52,40.74285,-74.01349,B02617,Midtown Manhattan
2014-09-01 16:09:33,40.75876,-73.99661,B02682,Midtown Manhattan
2014-09-01 16:10:38,40.78769,-73.86796,B02682,LaGuardia
2014-09-01 16:12:07,40.76636,-73.9744,B02617,Midtown Manhattan
